date,close,predict,False,True
2018-02-26,10338.04883746,False,0.5435948935342996,0.4564051064657005
2018-02-27,10589.17434034,True,0.39537491435600736,0.6046250856439926
2018-02-28,10322.06729641,True,0.4345628485987838,0.5654371514012162
2018-03-01,10936.78449799,True,0.3802553880509417,0.6197446119490582
2018-03-02,11022.24380591,True,0.427908707875316,0.5720912921246839
2018-03-03,11441.00000065,True,0.3993542412333537,0.6006457587666463
2018-03-04,11500.60520003,True,0.3351818907685964,0.6648181092314036
2018-03-05,11434.99999889,True,0.43331780548787546,0.5666821945121245
2018-03-06,10734.02469622,True,0.4593265938645014,0.5406734061354986
2018-03-07,9909.60413712,True,0.4466070136067659,0.5533929863932341
2018-03-08,9281.94370128,True,0.4856789941127266,0.5143210058872734
2018-03-09,9230.48866747,True,0.3424966519508199,0.6575033480491801
2018-03-10,8760.7768,False,0.5512348992238969,0.4487651007761031
2018-03-11,9523.53110032,True,0.4241671024960477,0.5758328975039523
2018-03-12,9101.30580003,True,0.35571100463080485,0.6442889953691951
2018-03-13,9121.00715914,True,0.4879234047904253,0.5120765952095747
2018-03-14,8187.99998872,True,0.4270878242274544,0.5729121757725456
2018-03-15,8259.8224,True,0.4025814714365424,0.5974185285634576
2018-03-16,8258.66373104,False,0.5142967730423078,0.4857032269576922
2018-03-17,7850.0,True,0.4834967501361137,0.5165032498638863
2018-03-18,8200.0,True,0.29383948867641896,0.7061605113235809
2018-03-19,8611.0,True,0.4250705999046016,0.5749294000953984
2018-03-20,8886.88859654,True,0.446229496787284,0.553770503212716
2018-03-21,8905.70096672,True,0.4327859051480673,0.5672140948519327
2018-03-22,8712.00720381,True,0.27672653195660235,0.7232734680433976
2018-03-23,8907.7,True,0.34344516068805897,0.656554839311941
2018-03-24,8533.31390908,True,0.3289969319672763,0.6710030680327237
2018-03-25,8454.81444718,True,0.310387350180904,0.689612649819096
2018-03-26,8116.52304613,True,0.3873493384531865,0.6126506615468134
2018-03-27,7782.71671273,True,0.3281209044361536,0.6718790955638464
2018-03-28,7943.58381606,False,0.5679357149511111,0.43206428504888894
2018-03-29,7080.40276816,True,0.4736054498131034,0.5263945501868966
2018-03-30,6837.72532501,False,0.5135616313997242,0.4864383686002758
2018-03-31,6933.87920545,False,0.5254518457615264,0.4745481542384736
2018-04-01,6823.02040095,True,0.3882435968472713,0.6117564031527287
2018-04-02,7058.89414772,True,0.36985713411078536,0.6301428658892146
2018-04-03,7412.27033867,True,0.4899584776752297,0.5100415223247703
2018-04-04,6769.9450882,True,0.37784725373052497,0.622152746269475
2018-04-05,6774.99999999,True,0.3200585366978522,0.6799414633021478
2018-04-06,6613.54563751,True,0.4850265138102611,0.5149734861897389
2018-04-07,6890.0,True,0.4703716247043415,0.5296283752956585
2018-04-08,7030.0,True,0.3321742749995864,0.6678257250004136
2018-04-09,6761.53778457,True,0.37760041826471735,0.6223995817352826
2018-04-10,6834.0,True,0.36971644074319454,0.6302835592568055
2018-04-11,6966.46006249,False,0.5216285732717999,0.4783714267282001
2018-04-12,7929.99999855,True,0.4235213919708505,0.5764786080291495
2018-04-13,7875.0,True,0.427487755597604,0.572512244402396
2018-04-14,7995.99999982,False,0.529176553648254,0.4708234463517459
2018-04-15,8356.0,True,0.27021443463703365,0.7297855653629663
2018-04-16,8060.0,True,0.3095538176829508,0.6904461823170492
2018-04-17,7891.1,True,0.36978180471919103,0.6302181952808089
2018-04-18,8164.19061751,True,0.28022187941375376,0.7197781205862462
2018-04-19,8286.99999791,True,0.3915587896314428,0.6084412103685573
2018-04-20,8860.0,True,0.4855246799133469,0.5144753200866531
2018-04-21,8931.99999846,True,0.3184925833220109,0.6815074166779891
2018-04-22,8791.99999909,True,0.0924394103199041,0.9075605896800959
2018-04-23,8934.97778259,True,0.27720586345550524,0.7227941365444948
2018-04-24,9633.63095161,True,0.4312524354371912,0.5687475645628088
2018-04-25,8860.0240739,True,0.2291374717463843,0.7708625282536157
2018-04-26,9286.0,True,0.29479547301353104,0.7052045269864692
2018-04-27,8920.01000009,True,0.3787037580909163,0.6212962419090837
2018-04-28,9330.76125733,True,0.39183324215626825,0.6081667578437318
2018-04-29,9423.79999636,True,0.2797206174258348,0.7202793825741652
